id,Probability
1,0.07229879631479982
2,0.04019788926287412
3,0.01747656064371449
4,0.03879127283629356
5,0.09542384183104781
6,0.04019788926287412
7,0.050348004297720975
8,0.03879127283629356
9,0.01747656064371449
10,0.8176304090981538
11,0.01747656064371449
12,0.01747656064371449
13,0.01747656064371449
14,0.03170849172039829
15,0.050348004297720975
16,0.01747656064371449
17,0.050348004297720975
18,0.01747656064371449
19,0.12238189448376069
20,0.050348004297720975
21,0.01747656064371449
22,0.01747656064371449
23,0.01747656064371449
24,0.8176304090981538
25,0.08677645880984042
26,0.01747656064371449
27,0.09542384183104781
28,0.01747656064371449
29,0.050348004297720975
30,0.01747656064371449
31,0.050348004297720975
32,0.01747656064371449
33,0.01747656064371449
34,0.07229879631479982
35,0.2935214613045199
36,0.04019788926287412
37,0.01747656064371449
38,0.01747656064371449
39,0.01747656064371449
40,0.03879127283629356
41,0.050348004297720975
42,0.17273868795640338
43,0.050348004297720975
44,0.01747656064371449
45,0.03879127283629356
46,0.01747656064371449
47,0.01747656064371449
48,0.01747656064371449
49,0.01747656064371449
50,0.04019788926287412
51,0.01747656064371449
52,0.01747656064371449
53,0.01747656064371449
54,0.09542384183104781
55,0.01747656064371449
56,0.10737211357675548
57,0.01747656064371449
58,0.10737211357675548
59,0.10737211357675548
60,0.08677645880984042
61,0.03170849172039829
62,0.01747656064371449
63,0.01747656064371449
64,0.01747656064371449
65,0.01747656064371449
66,0.01747656064371449
67,0.01747656064371449
68,0.09542384183104781
69,0.01747656064371449
70,0.8176304090981538
71,0.03170849172039829
72,0.09542384183104781
73,0.01747656064371449
74,0.19311882854663254
75,0.01747656064371449
76,0.07229879631479982
77,0.04019788926287412
78,0.01747656064371449
79,0.01747656064371449
80,0.01747656064371449
81,0.01747656064371449
82,0.01747656064371449
83,0.01747656064371449
84,0.01747656064371449
85,0.01747656064371449
86,0.01747656064371449
87,0.050348004297720975
88,0.01747656064371449
89,0.01747656064371449
90,0.01747656064371449
91,0.04019788926287412
92,0.01747656064371449
93,0.01747656064371449
94,0.01747656064371449
95,0.01747656064371449
96,0.03879127283629356
97,0.04019788926287412
98,0.050348004297720975
99,0.01747656064371449
100,0.01747656064371449
101,0.07229879631479982
102,0.07229879631479982
103,0.01747656064371449
104,0.050348004297720975
105,0.03879127283629356
106,0.01747656064371449
107,0.461403183081383
108,0.01747656064371449
109,0.01747656064371449
110,0.01747656064371449
111,0.01747656064371449
112,0.01747656064371449
113,0.01747656064371449
114,0.5323495212795677
115,0.09542384183104781
116,0.01747656064371449
117,0.01747656064371449
118,0.09542384183104781
119,0.01747656064371449
120,0.01747656064371449
121,0.01747656064371449
122,0.03879127283629356
123,0.01747656064371449
124,0.5323495212795677
125,0.01747656064371449
126,0.01747656064371449
127,0.01747656064371449
128,0.01747656064371449
129,0.01747656064371449
130,0.01747656064371449
131,0.03879127283629356
132,0.07229879631479982
133,0.01747656064371449
134,0.06546902537760549
135,0.06801312743513414
136,0.01747656064371449
137,0.15025085716953193
138,0.03879127283629356
139,0.01747656064371449
140,0.01747656064371449
141,0.01747656064371449
142,0.01747656064371449
143,0.01747656064371449
144,0.01747656064371449
145,0.30206317154485673
146,0.01747656064371449
147,0.01747656064371449
148,0.06546902537760549
149,0.01747656064371449
150,0.04019788926287412
151,0.01747656064371449
152,0.01747656064371449
153,0.01747656064371449
154,0.01747656064371449
155,0.01747656064371449
156,0.01747656064371449
157,0.03879127283629356
158,0.01747656064371449
159,0.09542384183104781
160,0.01747656064371449
161,0.01747656064371449
162,0.01747656064371449
163,0.01747656064371449
164,0.050348004297720975
165,0.01747656064371449
166,0.01747656064371449
167,0.7208831230048175
168,0.01747656064371449
169,0.23485334804782107
170,0.01747656064371449
171,0.01747656064371449
172,0.01747656064371449
173,0.01747656064371449
174,0.050348004297720975
175,0.01747656064371449
176,0.19311882854663254
177,0.01747656064371449
178,0.050348004297720975
179,0.01747656064371449
180,0.01747656064371449
181,0.03879127283629356
182,0.01747656064371449
183,0.01747656064371449
184,0.01747656064371449
185,0.07229879631479982
186,0.01747656064371449
187,0.01747656064371449
188,0.04019788926287412
189,0.09542384183104781
190,0.01747656064371449
191,0.01747656064371449
192,0.04019788926287412
193,0.01747656064371449
194,0.09542384183104781
195,0.01747656064371449
196,0.04019788926287412
197,0.01747656064371449
198,0.01747656064371449
199,0.01747656064371449
200,0.01747656064371449
201,0.09542384183104781
202,0.03170849172039829
203,0.23485334804782107
204,0.07229879631479982
205,0.01747656064371449
206,0.01747656064371449
207,0.01747656064371449
208,0.01747656064371449
209,0.050348004297720975
210,0.01747656064371449
211,0.09542384183104781
212,0.03170849172039829
213,0.01747656064371449
214,0.01747656064371449
215,0.01747656064371449
216,0.09542384183104781
217,0.01747656064371449
218,0.10737211357675548
219,0.01747656064371449
220,0.01747656064371449
221,0.01747656064371449
222,0.01747656064371449
223,0.01747656064371449
224,0.01747656064371449
225,0.01747656064371449
226,0.07229879631479982
227,0.01747656064371449
228,0.09542384183104781
229,0.050348004297720975
230,0.6302532825338069
231,0.23485334804782107
232,0.01747656064371449
233,0.01747656064371449
234,0.01747656064371449
235,0.01747656064371449
236,0.14205195510961216
237,0.09542384183104781
238,0.01747656064371449
239,0.01747656064371449
240,0.01747656064371449
241,0.09542384183104781
242,0.01747656064371449
243,0.01747656064371449
244,0.04019788926287412
245,0.07229879631479982
246,0.01747656064371449
247,0.01747656064371449
248,0.01747656064371449
249,0.01747656064371449
250,0.24227325113441597
251,0.09542384183104781
